name,dateofbirth,timeofbirth,placeofbirth,longitude,latitude,timezone,informationsource,astrosagerating,cloudbtn,name,place,sex,sec,min,hrs,day,month,year,latdeg,longdeg,latmin,longmin,longew,latns,dst,languagecode,ayanamsa,kphn,charting
Eleanor Roosevelt,"Saturday, October 11, 1884",11:00:00,New york,74 W 0,40 N 42,-5.0,The Times Select Horoscopes,Accurate,See kundli in AstroSage Cloud,Eleanor Roosevelt,New york,Female,0,0,11,11,10,1884,40,74,42,0,W,N,0,0,0,0,0
Edward VIII,"Saturday, June 23, 1894",22:00:00,"Richmond, England",0 W 3,51 N 46,0.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Edward VIII,"Richmond, England",Male,0,0,22,23,6,1894,51,0,46,3,W,N,0,0,0,0,0
Ezra Miller,"Wednesday, September 30, 1992",12:00:00,Wyckoff,74 W 9,40 N 59,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ezra Miller,Wyckoff,Male,0,0,12,30,9,1992,40,74,59,9,W,N,0,0,0,0,0
Emmy Rossum,"Friday, September 12, 1986",12:00:00,New york,74 W 0,40 N 42,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Emmy Rossum,New york,Female,0,0,12,12,9,1986,40,74,42,0,W,N,0,0,0,0,0
Eoin Morgan,"Wednesday, September 10, 1986",12:00:00,Dublin,6 W 18,53 N 20,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eoin Morgan,Dublin,Male,0,0,12,10,9,1986,53,6,20,18,W,N,0,0,0,0,0
Edward James Reed,"Friday, September 08, 1967",02:29:59,"73 W 54, 40 N 50",73 W 54,40 N 50,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Edward James Reed,"73 W 54, 40 N 50",Male,59,29,2,8,9,1967,40,73,50,54,W,N,0,0,0,0,0
Edgar Rice Burroughs,"Wednesday, September 01, 1875",21:00:00,"87 W 39, 41 N 50",87 W 39,41 N 50,-5.75,Internet,Reference,See kundli in AstroSage Cloud,Edgar Rice Burroughs,"87 W 39, 41 N 50",Male,0,0,21,1,9,1875,41,87,50,39,W,N,0,0,0,0,0
Ed Moses,"Wednesday, August 31, 1955",19:57:59,"84 W 12, 39 N 45",84 W 12,39 N 45,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ed Moses,"84 W 12, 39 N 45",Male,59,57,19,31,8,1955,39,84,45,12,W,N,0,0,0,0,0
Edward Gein,"Monday, August 27, 1906",23:30:00,North La Crosse WI,91 W 12,43 N 49,-5.0,Web,Reference,See kundli in AstroSage Cloud,Edward Gein,North La Crosse WI,Male,0,30,23,27,8,1906,43,91,49,12,W,N,0,0,0,0,0
Emily Carrie Cole,"Friday, August 19, 1988",20:16:00,"73 W 45, 42 N 39",73 W 45,42 N 39,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Emily Carrie Cole,"73 W 45, 42 N 39",Male,0,16,20,19,8,1988,42,73,39,45,W,N,0,0,0,0,0
Edward Norton,"Monday, August 18, 1969",14:05:00,"71 W 3, 42 N 21",71 W 3,42 N 21,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Edward Norton,"71 W 3, 42 N 21",Male,0,5,14,18,8,1969,42,71,21,3,W,N,0,0,0,0,0
Eminem,"Tuesday, October 17, 1972",12:00:00,"Saint Joseph, Missouri",94 W 49,39 N 45,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eminem,"Saint Joseph, Missouri",Male,0,0,12,17,10,1972,39,94,45,49,W,N,0,0,0,0,0
Eugene Moore,"Tuesday, August 16, 1921",01:11:00,"75 W 18, 39 N 45",75 W 18,39 N 45,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eugene Moore,"75 W 18, 39 N 45",Male,0,11,1,16,8,1921,39,75,45,18,W,N,0,0,0,0,0
Evanna Lynch,"Friday, August 16, 1991",12:00:00,Termonfeckin,6 W 16,53 N 45,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Evanna Lynch,Termonfeckin,Female,0,0,12,16,8,1991,53,6,45,16,W,N,0,0,0,0,0
Emma Calve,"Sunday, August 15, 1858",00:51:00,Decazeville,2 E 15,44 N 34,2.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Emma Calve,Decazeville,Female,0,51,0,15,8,1858,44,2,34,15,E,N,0,0,0,0,0
Emmanuelle Beart,"Wednesday, August 14, 1963",12:00:00,Gassin,6 E 34,43 N 13,2.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Emmanuelle Beart,Gassin,Female,0,0,12,14,8,1963,43,6,13,34,E,N,0,0,0,0,0
Eddie Fisher,"Friday, August 10, 1928",07:41:59,"75 W 9, 39 N 57",75 W 9,39 N 57,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eddie Fisher,"75 W 9, 39 N 57",Male,59,41,7,10,8,1928,39,75,57,9,W,N,0,0,0,0,0
Esther Williams,"Monday, August 08, 1921",09:39:00,"118 W 15, 34 N 3",118 W 15,34 N 3,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Esther Williams,"118 W 15, 34 N 3",Male,0,39,9,8,8,1921,34,118,3,15,W,N,0,0,0,0,0
Edwin Edwards,"Sunday, August 07, 1927",18:00:00,"92 W 4, 31 N 7",92 W 4,31 N 7,-6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Edwin Edwards,"92 W 4, 31 N 7",Male,0,0,18,7,8,1927,31,92,7,4,W,N,0,0,0,0,0
Evangeline Lilly,"Friday, August 03, 1979",12:00:00,Fort Saskatchewan,113 W 12,53 N 43,-6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Evangeline Lilly,Fort Saskatchewan,Female,0,0,12,3,8,1979,53,113,43,12,W,N,0,0,0,0,0
Emily Bronte,"Thursday, July 30, 1818",14:49:00,"3 W 2, 53 N 53",3 W 2,53 N 53,-0.25,Internet,Reference,See kundli in AstroSage Cloud,Emily Bronte,"3 W 2, 53 N 53",Male,0,49,14,30,7,1818,53,3,53,2,W,N,0,0,0,0,0
Emil Jannings,"Wednesday, July 23, 1884",12:00:00,Rorschach,9 E 29,47 N 28,2.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Emil Jannings,Rorschach,Male,0,0,12,23,7,1884,47,9,28,29,E,N,0,0,0,0,0
Eklavya Dwivedi,"Friday, July 22, 1988",12:00:00,Allahabad,81 E 50,25 N 57,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eklavya Dwivedi,Allahabad,Male,0,0,12,22,7,1988,25,81,57,50,E,N,0,0,0,0,0
Edmund Hillary,"Sunday, July 20, 1919",12:30:00,Auckland,174 E 48,36 S 54,12.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Edmund Hillary,Auckland,Male,0,30,12,20,7,1919,36,174,54,48,E,S,0,0,0,0,0
Emma Bunton,"Wednesday, January 21, 1976",12:00:00,finchley,0 W 11,51 N 36,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Emma Bunton,finchley,Female,0,0,12,21,1,1976,51,0,36,11,W,N,0,0,0,0,0
Evan Peters,"Tuesday, January 20, 1987",12:00:00,St. Louis,90 W 14,38 N 39,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Evan Peters,St. Louis,Male,0,0,12,20,1,1987,38,90,39,14,W,N,0,0,0,0,0
Emma Roberts,"Sunday, February 10, 1991",12:00:00,Rhinebeck,73 W 52,41 N 55,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Emma Roberts,Rhinebeck,Female,0,0,12,10,2,1991,41,73,55,52,W,N,0,0,0,0,0
Edgar Wright,"Thursday, April 18, 1974",12:00:00,Poole,1 W 58,50 N 42,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Edgar Wright,Poole,Male,0,0,12,18,4,1974,50,1,42,58,W,N,0,0,0,0,0
Eddie Murphy Jr.,"Monday, July 10, 1989",20:14:59,"118 W 20, 33 N 57",118 W 20,33 N 57,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Eddie Murphy Jr.,"118 W 20, 33 N 57",Male,59,14,20,10,7,1989,33,118,57,20,W,N,0,0,0,0,0
Edward Heath,"Sunday, July 09, 1916",23:55:00,"1 E 27, 51 N 21",1 E 27,51 N 21,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Edward Heath,"1 E 27, 51 N 21",Male,0,55,23,9,7,1916,51,1,21,27,E,N,0,0,0,0,0
Elmo Mays,"Thursday, July 06, 1911",01:00:00,"86 W 23, 35 N 50",86 W 23,35 N 50,-6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Elmo Mays,"86 W 23, 35 N 50",Male,0,0,1,6,7,1911,35,86,50,23,W,N,0,0,0,0,0
Evo Morales,"Monday, October 26, 1959",12:00:00,Orinoco,68 W 40,9 S 0,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Evo Morales,Orinoco,Male,0,0,12,26,10,1959,9,68,0,40,W,S,0,0,0,0,0
Emily Cook,"Sunday, July 01, 1979",14:00:00,"71 W 3, 42 N 21",71 W 3,42 N 21,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Emily Cook,"71 W 3, 42 N 21",Male,0,0,14,1,7,1979,42,71,21,3,W,N,0,0,0,0,0
Ed Westwick,"Saturday, June 27, 1987",12:00:00,Hammersmith,0 W 13,51 N 29,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ed Westwick,Hammersmith,Male,0,0,12,27,6,1987,51,0,29,13,W,N,0,0,0,0,0
Errol Flynn,"Sunday, June 20, 1909",02:25:00,Hobart,147 E 19,42 S 53,10.0,Web,Reference,See kundli in AstroSage Cloud,Errol Flynn,Hobart,Male,0,25,2,20,6,1909,42,147,53,19,E,S,0,0,0,0,0
Emily Davis,"Saturday, June 10, 1950",05:32:00,"71 W 4, 42 N 21",71 W 4,42 N 21,-5.0,Unknown,,See kundli in AstroSage Cloud,Emily Davis,"71 W 4, 42 N 21",Male,0,32,5,10,6,1950,42,71,21,4,W,N,0,0,0,0,0
Ernest A. Grant,"Sunday, June 04, 1893",18:28:00,"83 W 1, 42 N 18",83 W 1,42 N 18,-6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ernest A. Grant,"83 W 1, 42 N 18",Male,0,28,18,4,6,1893,42,83,18,1,W,N,0,0,0,0,0
Eric Riley,"Tuesday, June 02, 1970",11:28:59,"81 W 40, 41 N 28",81 W 40,41 N 28,-5.0,Unknown,,See kundli in AstroSage Cloud,Eric Riley,"81 W 40, 41 N 28",Male,59,28,11,2,6,1970,41,81,28,40,W,N,0,0,0,0,0
Eugene Robinson,"Tuesday, May 28, 1963",11:26:59,"72 W 40, 41 N 45",72 W 40,41 N 45,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eugene Robinson,"72 W 40, 41 N 45",Male,59,26,11,28,5,1963,41,72,45,40,W,N,0,0,0,0,0
Edgar Ramirez,"Friday, March 25, 1977",12:00:00,San Cristobai,92 W 40,16 N 50,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Edgar Ramirez,San Cristobai,Male,0,0,12,25,3,1977,16,92,50,40,W,N,0,0,0,0,0
E. Ahamed,"Thursday, April 29, 1937",12:00:00,Kannur,75 E 22,11 N 52,5.5,Unknown,,See kundli in AstroSage Cloud,E. Ahamed,Kannur,Male,0,0,12,29,4,1937,11,75,52,22,E,N,0,0,0,0,0
Eddie Albert,"Wednesday, April 22, 1908",11:30:00,"90 W 34, 41 N 29",90 W 34,41 N 29,-6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eddie Albert,"90 W 34, 41 N 29",Male,0,30,11,22,4,1908,41,90,29,34,W,N,0,0,0,0,0
Edward Taylor,"Sunday, April 18, 1937",13:00:00,"4 W 16, 55 N 50",4 W 16,55 N 50,0.0,Internet,Reference,See kundli in AstroSage Cloud,Edward Taylor,"4 W 16, 55 N 50",Male,0,0,13,18,4,1937,55,4,50,16,W,N,0,0,0,0,0
Ehsan Jafri,"Tuesday, January 01, 1929",12:00:00,Burhanpur,76 E 8,21 N 18,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ehsan Jafri,Burhanpur,Male,0,0,12,1,1,1929,21,76,18,8,E,N,0,0,0,0,0
Emma Watson,"Sunday, April 15, 1990",18:00:00,Paris,2 E 20,48 N 50,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Emma Watson,Paris,Female,0,0,18,15,4,1990,48,2,50,20,E,N,0,0,0,0,0
Elizabeth Montgomery,"Saturday, April 15, 1933",16:37:59,"118 W 15, 34 N 3",118 W 15,34 N 3,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Elizabeth Montgomery,"118 W 15, 34 N 3",Male,59,37,16,15,4,1933,34,118,3,15,W,N,0,0,0,0,0
Eden Hazard,"Monday, January 07, 1991",12:00:00,La Louviere,4 E 8,50 N 28,2.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eden Hazard,La Louviere,Male,0,0,12,7,1,1991,50,4,28,8,E,N,0,0,0,0,0
Edinson Cavani,"Saturday, February 14, 1987",12:00:00,Salto,57 W 50,31 S 27,-3.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Edinson Cavani,Salto,Male,0,0,12,14,2,1987,31,57,27,50,W,S,0,0,0,0,0
Eric David Harris,"Thursday, April 09, 1981",21:37:00,"73 W 26, 44 N 40",73 W 26,44 N 40,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Eric David Harris,"73 W 26, 44 N 40",Male,0,37,21,9,4,1981,44,73,40,26,W,N,0,0,0,0,0
Elle Fanning,"Thursday, April 09, 1998",12:00:00,Conyers,83 W 58,33 N 39,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Elle Fanning,Conyers,Female,0,0,12,9,4,1998,33,83,39,58,W,N,0,0,0,0,0
Eddie Murphy,"Monday, April 03, 1961",13:30:00,New york,74 W 0,40 N 43,-5.0,Web,Reference,See kundli in AstroSage Cloud,Eddie Murphy,New york,Male,0,30,13,3,4,1961,40,74,43,0,W,N,0,0,0,0,0
Emily Elizabeth Brown,"Thursday, April 02, 1987",15:55:00,"98 W 29, 29 N 25",98 W 29,29 N 25,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Emily Elizabeth Brown,"98 W 29, 29 N 25",Male,0,55,15,2,4,1987,29,98,25,29,W,N,0,0,0,0,0
Eric Clapton,"Friday, March 30, 1945",20:45:00,Ripley,1 W 24,53 N 2,1.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Eric Clapton,Ripley,Male,0,45,20,30,3,1945,53,1,2,24,W,N,0,0,0,0,0
Eric Idle,"Monday, March 29, 1943",13:19:59,"1 W 25, 55 N 0",1 W 25,55 N 0,0.0,Internet,Reference,See kundli in AstroSage Cloud,Eric Idle,"1 W 25, 55 N 0",Male,59,19,13,29,3,1943,55,1,0,25,W,N,0,0,0,0,0
Earl Campbell,"Tuesday, March 29, 1955",16:44:59,"95 W 18, 32 N 21",95 W 18,32 N 21,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Earl Campbell,"95 W 18, 32 N 21",Male,59,44,16,29,3,1955,32,95,21,18,W,N,0,0,0,0,0
Elton John,"Tuesday, March 25, 1947",16:00:00,Pibhar,0 E 23,51 N 36,0.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Elton John,Pibhar,Male,0,0,16,25,3,1947,51,0,36,23,E,N,0,0,0,0,0
Emile Fabre,"Wednesday, March 24, 1869",11:00:00,Metz,6 E 10,49 N 8,1.0,Web,Reference,See kundli in AstroSage Cloud,Emile Fabre,Metz,Male,0,0,11,24,3,1869,49,6,8,10,E,N,0,0,0,0,0
Emraan Hashmi,"Saturday, March 24, 1979",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Emraan Hashmi,Mumbai,Male,0,0,12,24,3,1979,18,72,58,50,E,N,0,0,0,0,0
Erich Fromm,"Friday, March 23, 1900",19:30:00,Frankfurt am Main,8 E 40,50 N 7,1.0,Web,Reference,See kundli in AstroSage Cloud,Erich Fromm,Frankfurt am Main,Male,0,30,19,23,3,1900,50,8,7,40,E,N,0,0,0,0,0
Elizabeth A. Kelly,"Sunday, March 23, 1975",03:12:00,"71 W 9, 42 N 21",71 W 9,42 N 21,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Elizabeth A. Kelly,"71 W 9, 42 N 21",Male,0,12,3,23,3,1975,42,71,21,9,W,N,0,0,0,0,0
Eddie Money,"Monday, March 21, 1949",12:25:00,Brooklyn,73 W 56,40 N 38,-5.0,Web,Reference,See kundli in AstroSage Cloud,Eddie Money,Brooklyn,Male,0,25,12,21,3,1949,40,73,38,56,W,N,0,0,0,0,0
Earl Warren,"Thursday, March 19, 1891",02:00:00,"118 W 15, 34 N 3",118 W 15,34 N 3,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Earl Warren,"118 W 15, 34 N 3",Male,0,0,2,19,3,1891,34,118,3,15,W,N,0,0,0,0,0
Esha Gupta,"Thursday, November 28, 1985",12:00:00,Delhi,77 E 13,28 N 39,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Esha Gupta,Delhi,Female,0,0,12,28,11,1985,28,77,39,13,E,N,0,0,0,0,0
Edgar Cayce,"Sunday, March 18, 1877",15:03:00,Hopkinsville,87 W 29,36 N 52,-5.0,Web,Reference,See kundli in AstroSage Cloud,Edgar Cayce,Hopkinsville,Male,0,3,15,18,3,1877,36,87,52,29,W,N,0,0,0,0,0
Emily Browning,"Wednesday, December 07, 1988",01:00:00,"117 W 23, 47 N 39",117 W 23,47 S 39,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Emily Browning,"117 W 23, 47 N 39",Female,0,0,1,7,12,1988,47,117,39,23,W,S,0,0,0,0,0
Ellen Wilkinson,"Thursday, October 08, 1891",09:50:00,"2 W 18, 53 N 27",2 W 18,53 N 27,0.0,Internet,Reference,See kundli in AstroSage Cloud,Ellen Wilkinson,"2 W 18, 53 N 27",Male,0,50,9,8,10,1891,53,2,27,18,W,N,0,0,0,0,0
Eddie Van Halen,"Wednesday, January 26, 1955",01:05:00,"4 E 54, 52 N 21",4 E 54,52 N 21,1.0,Internet,Reference,See kundli in AstroSage Cloud,Eddie Van Halen,"4 E 54, 52 N 21",Male,0,5,1,26,1,1955,52,4,21,54,E,N,0,0,0,0,0
Ed McMahon,"Tuesday, March 06, 1923",14:23:00,"83 W 3, 42 N 20",83 W 3,42 N 20,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Ed McMahon,"83 W 3, 42 N 20",Male,0,23,14,6,3,1923,42,83,20,3,W,N,0,0,0,0,0
Edward Morgan,"Sunday, March 06, 1938",10:15:00,"82 W 10, 41 N 28",82 W 10,41 N 28,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Edward Morgan,"82 W 10, 41 N 28",Male,0,15,10,6,3,1938,41,82,28,10,W,N,0,0,0,0,0
Elizabeth Browning,"Thursday, March 06, 1806",19:00:00,"2 W 18, 56 N 20",2 W 18,56 N 20,0.0,Internet,Reference,See kundli in AstroSage Cloud,Elizabeth Browning,"2 W 18, 56 N 20",Male,0,0,19,6,3,1806,56,2,20,18,W,N,0,0,0,0,0
Ed Burke,"Monday, March 04, 1940",09:19:59,"123 W 12, 39 N 9",123 W 12,39 N 9,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Ed Burke,"123 W 12, 39 N 9",Male,59,19,9,4,3,1940,39,123,9,12,W,N,0,0,0,0,0
Enrico Caruso,"Thursday, February 27, 1873",03:05:52,Naples,14 E 17,40 N 49,1.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Enrico Caruso,Naples,Male,52,5,3,27,2,1873,40,14,49,17,E,N,0,0,0,0,0
Emile Coue,"Thursday, February 26, 1857",15:00:00,Troyes,4 E 5,48 N 18,2.0,Web,Reference,See kundli in AstroSage Cloud,Emile Coue,Troyes,Male,0,0,15,26,2,1857,48,4,18,5,E,N,0,0,0,0,0
Elizabeth Finn,"Saturday, September 29, 1888",16:50:00,"87 W 39, 41 N 52",87 W 39,41 N 52,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Elizabeth Finn,"87 W 39, 41 N 52",Male,0,50,16,29,9,1888,41,87,52,39,W,N,0,0,0,0,0
Eleanor Clark,"Sunday, July 06, 1913",08:19:59,"118 W 14, 34 N 3",118 W 14,34 N 3,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Eleanor Clark,"118 W 14, 34 N 3",Male,59,19,8,6,7,1913,34,118,3,14,W,N,0,0,0,0,0
Edith Piaf,"Sunday, December 19, 1915",05:00:00,"2 E 20, 48 N 52",2 E 20,48 N 52,0.0,Internet,Reference,See kundli in AstroSage Cloud,Edith Piaf,"2 E 20, 48 N 52",Male,0,0,5,19,12,1915,48,2,52,20,E,N,0,0,0,0,0
Ellen Goodman,"Friday, April 11, 1941",09:19:59,"71 W 12, 42 N 21",71 W 12,42 N 21,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Ellen Goodman,"71 W 12, 42 N 21",Male,59,19,9,11,4,1941,42,71,21,12,W,N,0,0,0,0,0
Edgar Allen Poe,"Thursday, January 19, 1809",01:00:00,Boston MA,71 W 3,42 N 21,-4.0,Web,Reference,See kundli in AstroSage Cloud,Edgar Allen Poe,Boston MA,Male,0,0,1,19,1,1809,42,71,21,3,W,N,0,0,0,0,0
Emily Blunt,"Wednesday, February 23, 1983",12:00:00,London,0 W 5,51 N 30,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Emily Blunt,London,Female,0,0,12,23,2,1983,51,0,30,5,W,N,0,0,0,0,0
Eric Gill,"Wednesday, February 22, 1882",06:29:59,"0 E 8, 50 N 50",0 E 8,50 N 50,0.0,Internet,Reference,See kundli in AstroSage Cloud,Eric Gill,"0 E 8, 50 N 50",Male,59,29,6,22,2,1882,50,0,50,8,E,N,0,0,0,0,0
Ellen Page,"Saturday, February 21, 1987",12:00:00,Halifax,63 W 35,44 N 38,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ellen Page,Halifax,Female,0,0,12,21,2,1987,44,63,38,35,W,N,0,0,0,0,0
Edward Albert,"Tuesday, February 20, 1951",12:39:00,"118 W 15, 34 N 3",118 W 15,34 N 3,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Edward Albert,"118 W 15, 34 N 3",Male,0,39,12,20,2,1951,34,118,3,15,W,N,0,0,0,0,0
Evelyn Keys,"Saturday, February 20, 1988",00:15:00,"98 W 29, 29 N 25",98 W 29,29 N 25,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Evelyn Keys,"98 W 29, 29 N 25",Male,0,15,0,20,2,1988,29,98,25,29,W,N,0,0,0,0,0
Elizabeth Bradley,"Monday, February 18, 1924",11:34:59,"24 E 51, 57 N 9",24 E 51,57 N 9,1.75,Internet,Reference,See kundli in AstroSage Cloud,Elizabeth Bradley,"24 E 51, 57 N 9",Male,59,34,11,18,2,1924,57,24,9,51,E,N,0,0,0,0,0
Erin Sullivan,"Sunday, November 09, 1947",07:20:59,"123 W 6, 49 N 15",123 W 6,49 N 15,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Erin Sullivan,"123 W 6, 49 N 15",Male,59,20,7,9,11,1947,49,123,15,6,W,N,0,0,0,0,0
Elizabeth Olsen,"Thursday, February 16, 1989",12:00:00,Sherman,95 W 3,37 N 15,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Elizabeth Olsen,Sherman,Female,0,0,12,16,2,1989,37,95,15,3,W,N,0,0,0,0,0
Elaine Pagels,"Saturday, February 13, 1943",20:42:00,Palo Alto CA,122 W 8,37 N 26,-7.0,Web,Reference,See kundli in AstroSage Cloud,Elaine Pagels,Palo Alto CA,Female,0,42,20,13,2,1943,37,122,26,8,W,N,0,0,0,0,0
Ernest Hemingway,"Friday, July 21, 1899",08:00:00,"87 W 46, 41 N 53",87 W 46,41 N 53,-6.0,Web,Reference,See kundli in AstroSage Cloud,Ernest Hemingway,"87 W 46, 41 N 53",Male,0,0,8,21,7,1899,41,87,53,46,W,N,0,0,0,0,0
Edgar Allan Poe,"Thursday, January 19, 1809",05:30:00,Boston,71 W 7,42 N 15,-4.0,The Times Select Horoscopes,Accurate,See kundli in AstroSage Cloud,Edgar Allan Poe,Boston,Male,0,30,5,19,1,1809,42,71,15,7,W,N,0,0,0,0,0
Ernest C.Jr. Anthony,"Sunday, December 06, 1964",20:10:59,"71 W 3, 42 N 21",71 W 3,42 N 21,-5.0,Internet, Reference,See kundli in AstroSage Cloud,Ernest C.Jr. Anthony,"71 W 3, 42 N 21",Male,59,10,20,6,12,1964,42,71,21,3,W,N,0,0,0,0,0
Eugene d Albert,"Sunday, April 10, 1864",09:30:00,"4 W 15, 55 N 53",4 W 15,55 N 53,-0.25,Internet,Reference,See kundli in AstroSage Cloud,Eugene d Albert,"4 W 15, 55 N 53",Male,0,30,9,10,4,1864,55,4,53,15,W,N,0,0,0,0,0
E.J. Smith,"Sunday, January 27, 1850",17:10:00,"0 E 6, 51 N 31",0 E 6,51 N 31,0.0,Internet,Reference,See kundli in AstroSage Cloud,E.J. Smith,"0 E 6, 51 N 31",Male,0,10,17,27,1,1850,51,0,31,6,E,N,0,0,0,0,0
Ellen Degeneres,"Sunday, January 26, 1958",03:29:59,"90 W 9, 29 N 58",90 W 9,29 N 58,-6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ellen Degeneres,"90 W 9, 29 N 58",Male,59,29,3,26,1,1958,29,90,58,9,W,N,0,0,0,0,0
Emily Dickinson,"Friday, December 10, 1830",04:40:00,"72 W 31, 42 N 21",72 W 31,42 N 21,-4.75,Internet,Reference,See kundli in AstroSage Cloud,Emily Dickinson,"72 W 31, 42 N 21",Male,0,40,4,10,12,1830,42,72,21,31,W,N,0,0,0,0,0
Earl C. Anthony,"Saturday, December 18, 1880",05:29:59,"77 W 1, 38 N 53",77 W 1,38 N 53,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Earl C. Anthony,"77 W 1, 38 N 53",Male,59,29,5,18,12,1880,38,77,53,1,W,N,0,0,0,0,0
Ernest Borgnine,"Wednesday, January 24, 1917",12:00:00,Hamden,72 W 54,41 N 23,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ernest Borgnine,Hamden,Male,0,0,12,24,1,1917,41,72,23,54,W,N,0,0,0,0,0
Elvis Presley,"Tuesday, January 08, 1935",12:25:00,Tupelo,88 W 43,34 N 15,-6.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Elvis Presley,Tupelo,Male,0,25,12,8,1,1935,34,88,15,43,W,N,0,0,0,0,0
Eva Green,"Saturday, July 05, 1980",12:00:00,Paris,2 E 20,48 N 50,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eva Green,Paris,Female,0,0,12,5,7,1980,48,2,50,20,E,N,0,0,0,0,0
Emma Stone,"Friday, November 12, 1982",12:00:00,Brooklyn,73 E 56,40 N 38,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Emma Stone,Brooklyn,Female,0,0,12,12,11,1982,40,73,38,56,E,N,0,0,0,0,0
Eddie Redmayne,"Wednesday, January 06, 1982",12:00:00,London,0 W 5,51 N 30,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eddie Redmayne,London,Male,0,0,12,6,1,1982,51,0,30,5,W,N,0,0,0,0,0
